mean_loss,epsilon
0.0227582555892,0.9998749
0.0403980034474,0.9997237
0.0437057314047,0.9995014
0.0445389502131,0.9993106
0.0477754868927,0.9991846
0.0405695176087,0.9990226
0.0373775661145,0.998911
0.0418075419737,0.9987805
0.0280257802389,0.9986599
0.0336036636038,0.9985042
0.0365537455651,0.9982432
0.0400135949305,0.9980974
0.0420157199602,0.9979759
0.0284043707328,0.9978598
0.0288485129985,0.9976348
0.0385644273509,0.9974971
0.0356209831746,0.9973288
0.0236695738789,0.9972055
0.0298622478725,0.9970516
0.0219703236204,0.9969373
0.0277256146288,0.9968131
0.0233556220516,0.9966574
0.032348767767,0.9965413
0.0243189506669,0.996382
0.0265635157575,0.9962182
0.0277872240361,0.9960994
0.0300146112888,0.9959806
0.031870568002,0.9958078
0.0250069338515,0.9955972
0.0286502148141,0.995446
0.0314107799515,0.995293
0.0298069139674,0.9951652
0.0228626853494,0.9950428
0.0331243924578,0.9949312
0.0264761149249,0.9947701
0.0252553716632,0.9945604
0.0314645630022,0.9944173
0.0288592832587,0.9943057
0.0260548603786,0.9941797
0.0262870171172,0.9938944
0.0284824224183,0.9937315
0.0315399175785,0.9936082
0.0307121249544,0.9934768
0.0309469727765,0.9932518
0.0327343370356,0.9930187
0.0321207853428,0.9928558
0.0257646814375,0.9926695
0.0310076963532,0.9925543
0.0332032004881,0.9924328
0.0255784332968,0.9923176
0.0323843950753,0.9921484
0.0235323406224,0.9920233
0.0352552308243,0.9919072
0.0261348037743,0.9917596
0.0325567900773,0.9916282
0.0250547073971,0.9913699
0.0253484796463,0.9912106
0.0271702412919,0.9909586
0.0315337711652,0.9907984
0.026525643924,0.9906292
0.0314115022614,0.9904978
0.0329073848045,0.9903259
0.0364241028271,0.9901216
0.0293288350279,0.9899929
0.0286867813693,0.9898093
0.0302657126955,0.9896923
0.0237992206177,0.9895771
0.0394565079429,0.9894628
0.0291244584769,0.9893305
0.021699906873,0.989173
0.0318762905368,0.9890002
0.0303570399626,0.9888697
0.0259656343268,0.9887383
0.0353960505955,0.9885763
0.0311221739343,0.9884602
0.0279749328703,0.988309
0.0223207742821,0.9881956
0.025465885181,0.988084
0.034105388704,0.9879229
0.0342644398593,0.9877825
0.0215512321996,0.9875467
0.0272247395116,0.9874171
0.0287696315609,0.9872569
0.0250510437902,0.9870967
0.0246031156608,0.986968
0.0226353881047,0.9867043
0.02741549088,0.9865918
0.0266916304513,0.9863434
0.0269459134665,0.9860779
0.0276805318665,0.98587
0.0325066513503,0.9856378
0.0281675004606,0.9854929
0.0259928044963,0.9853696
0.0265265032791,0.9851545
0.0296819371648,0.9850105
0.0316300290721,0.9848404
0.0320955244741,0.984680200001
0.028640465368,0.984561400001
0.0252544042674,0.984406600001
0.0286585556324,0.984293200001
0.0228310111501,0.984046600001
0.0282084651225,0.983926900001
0.0314702121527,0.983760400001
0.0360184521486,0.983602000001
0.0285743679023,0.983466100001
0.0326599361949,0.983338300001
0.0260060697539,0.983218600001
0.0356286490173,0.983101600001
0.0280036431485,0.982987300001
0.030309240575,0.982867600001
0.0306151924323,0.982712800001
0.018716342742,0.982569700001
0.02452692012,0.982381600001
0.0345230723148,0.982240300001
0.0393235155082,0.982090900001
0.0278682045367,0.981962200001
0.0271661929445,0.981825400001
0.0292492834584,0.981693100001
0.0264162842774,0.981474400001
0.0357883849278,0.981358300001
0.0297638766482,0.981210700001
0.0285547086513,0.981005500001
0.0337093788284,0.980888500001
0.0284326149889,0.980699500001
0.0275153836915,0.980542000001
0.0246515741169,0.980365600001
0.0241794473161,0.980236900001
0.0261995703317,0.980120800001
0.02498068691,0.980002000001
0.032693938219,0.979888600001
0.0338044139553,0.979726600001
0.0289392873735,0.979590700001
0.0272857301555,0.979464700001
0.0243646258342,0.979290100001
0.0273209982737,0.979109200001
0.020861722801,0.978990400001
0.0216512688751,0.978777100001
0.0283700743224,0.978659200001
0.033106888137,0.978448600001
0.0338439707908,0.978295600001
0.0257525902076,0.978139000001
0.026354518427,0.978027400001
0.0362370128133,0.977893300001
0.0253962899272,0.977777200001
0.0243279457799,0.977540500001
0.0259431930962,0.977398300001
0.0354360405767,0.977223700001
0.0288792330542,0.977058100001
0.0287239050372,0.976890700001
0.0228614513926,0.976774600001
0.0277791195338,0.976622500001
0.0310380058341,0.976495600001
0.0283711187024,0.976345300001
0.0338573244517,0.976203100001
0.0246640275485,0.976081600001
0.0375717596541,0.975941200001
0.0304901481504,0.975781900001
0.0249810239322,0.975628900001
0.0220205379846,0.975501100001
0.0337455531978,0.975385900001
0.0291557403658,0.975256300001
0.0327063414563,0.975133000001
0.031464277474,0.974917900001
0.0310666609077,0.974745100001
0.0286227716121,0.974603800001
0.027072652327,0.974489500001
0.0237675781174,0.974331100001
0.0255675519316,0.974210500001
0.0195600332865,0.974091700001
0.029803071161,0.973975600001
0.0243625223328,0.973767700001
0.0276198316536,0.973594000001
0.0237164199778,0.973467100001
0.0210099223597,0.973341100001
0.028728764744,0.973137700001
0.0227635443296,0.973014400001
0.0271119973057,0.972902800001
0.0377270155593,0.972784900001
0.0302669489746,0.972523900001
0.0248882455346,0.972268300001
0.0242023508785,0.972144100001
0.0295343132391,0.971950600001
0.0275030146403,0.971821000001
0.0309594692348,0.971620300001
0.021414822189,0.971505100001
0.0274163486397,0.971365600001
0.027439610603,0.971245000001
0.0295324607276,0.971104600001
0.0240688392618,0.970951600001
0.0266229662612,0.970801300001
0.0200932052148,0.970687900001
0.0237729725947,0.970504300001
0.0225121037599,0.970355800001
0.024438176018,0.970233400001
0.0280836202317,0.970118200001
0.0226715316841,0.969968800001
0.0224914648986,0.969850900001
0.0279802014291,0.969583600001
0.0325445932201,0.969435100001
0.0296731181075,0.969173200001
0.0314948745964,0.969053500001
0.028317977131,0.968876200001
0.0307329095238,0.968711500001
0.0259710328897,0.968550400001
0.0279665696726,0.968436100001
0.0295567071576,0.968295700001
0.0286760578742,0.968129200001
0.0266890116983,0.967998700001
0.0247376053382,0.967815100001
0.0332780351345,0.967693600001
0.0282478114904,0.967564000001
0.0300997057031,0.967395700001
0.0304506569517,0.967231000001
0.0255683142782,0.967070800001
0.0277022494336,0.966945700001
0.022162692097,0.966830500001
0.0279873390866,0.966706300001
0.0295003868784,0.966547000001
0.0281832903571,0.966414700001
0.0278211847799,0.966293200001
0.0280073135898,0.966169900001
0.0315215741753,0.966007000001
0.0253108960875,0.965859400001
0.0297732264996,0.965620000001
0.0196303636716,0.965444500001
0.0254928764854,0.965321200001
0.0291029241907,0.965106100001
0.0257921282292,0.964917100001
0.0288277452829,0.964731700001
0.028822438738,0.964597600001
0.0273987890527,0.964478800001
0.0238576132725,0.964353700001
0.028352513434,0.964213300001
0.022590101802,0.964069300001
0.0334854876842,0.963902800001
0.027708103125,0.963762400001
0.0172581836582,0.963639100001
0.0241971866667,0.963517600001
0.0217410269549,0.963371800001
0.0270156054398,0.963229600001
0.0227336300126,0.963082900001
0.0259806623778,0.962892100001
0.0300844862897,0.962743600001
0.0268698537193,0.962596900001
0.0303406884901,0.962438500001
0.027090756039,0.962220700001
0.0326545089386,0.962099200001
0.0318100454384,0.961972300001
0.0217428315252,0.961765300001
0.0232461681192,0.961608700001
0.0230522010422,0.961435900001
0.0251059017868,0.961293700001
0.0258068497412,0.961175800001
0.0248775667492,0.961021900001
0.0273471705581,0.960897700001
0.0221650579982,0.960787000001
0.0279811815964,0.960671800001
0.0262006993624,0.960551200001
0.0225377558445,0.960439600001
0.0264595777215,0.960274900001
0.0258702705666,0.960063400001
0.0248221249017,0.959882500001
0.030177117901,0.959761900001
0.0275368345247,0.959628700001
0.0286910806364,0.959500900001
0.026686078354,0.959073400001
0.0247140788036,0.958951000001
0.0290136575173,0.958833100001
0.0293743238005,0.958716100001
0.029585112923,0.958597300001
0.027198020359,0.958449700001
0.0247007739332,0.958334500001
0.0341024994098,0.958222900001
0.0329990810454,0.958097800001
0.0321851566311,0.957895300001
0.0299589907139,0.957775600001
0.0308004271411,0.957547000001
0.029641572557,0.957401200001
0.0288860907785,0.957176200001
0.0235238943894,0.957043000001
0.0196253142794,0.956905300001
0.0255214871559,0.956791900001
0.0272015971806,0.956659600001
0.0275851479448,0.956530000001
0.0250070777106,0.956404900001
0.0228977091529,0.956279800001
0.032041718391,0.956133100001
0.0266526934927,0.955970200001
0.0320905204407,0.955779400001
0.0221193750194,0.955620100001
0.0318561045283,0.955504000001
0.0255670124794,0.955360000001
0.124356479909,0.955358200001
0.0359725215033,0.955234000001
0.0336788239424,0.955090000001
0.0230302657309,0.954901000001
0.0242025693138,0.954769600001
0.0230714853009,0.954598600001
0.0254102665824,0.954439300002
0.0250007530412,0.954321400002
0.0254075352021,0.954200800002
0.0236976526225,0.954085600002
0.0221835998378,0.953962300002
0.0213501292303,0.953812000002
0.0243042048819,0.953660800002
0.0272546821261,0.953520400002
0.0228280251448,0.953395300002
0.0317130554933,0.953274700002
0.0262019987593,0.953041600002
0.0279114481156,0.952879600002
0.0181186766434,0.952752700002
0.0254384819865,0.952583500002
0.0346466275615,0.952462900002
0.0215115419762,0.952343200002
0.0312056134593,0.952220800002
0.0244079841215,0.952055200002
0.0233013977203,0.951910300002
0.020991570589,0.951795100002
0.0245913830236,0.951631300002
0.0258226476083,0.951432400002
0.0311511228547,0.951301900002
0.0202105029483,0.951139900002
0.0188626099851,0.951019300002
0.024182809487,0.950883400002
0.0213378611737,0.950635900002
0.026436858983,0.950446000002
0.0193351670224,0.950279500002
0.0273391324606,0.950164300002
0.0243338795478,0.949954600002
0.0262887877016,0.949831300002
0.0260698093544,0.949719700002
0.0273551916111,0.949566700002
0.0282157714231,0.949403800002
0.030148429708,0.949282300002
0.0243396932046,0.949111300002
0.0233467169076,0.948990700002
0.0276056107226,0.948872800002
0.0277555075831,0.948754900002
0.0375064647294,0.948637000002
0.0226426912328,0.948514600002
0.0333446702765,0.948388600002
0.0289001876054,0.948201400002
0.0343969401969,0.948084400002
0.0260970945475,0.947961100002
0.0220350684474,0.947778400002
0.0203520837153,0.947605600002
0.0270075385904,0.947371600002
0.0283300449535,0.947230300002
0.0259776207584,0.947065600002
0.0245499693705,0.946927900002
0.024278873473,0.946767700002
0.0239918269085,0.946618300002
0.0286081176528,0.946494100002
0.0231040563535,0.946338400002
0.0288765108098,0.946208800002
0.0220643675022,0.945996400002
0.0297602964697,0.945883900002
0.0281075693494,0.945762400002
0.0205322391506,0.945640000002
0.0305779785662,0.945510400002
0.0277840256893,0.945372700002
0.0232077782023,0.945127000002
0.0277095193296,0.944951500002
0.0219585718277,0.944769700002
0.0240996310393,0.944658100002
0.0301334793382,0.944436700002
0.0292717389563,0.944282800002
0.0303517843223,0.944128000002
0.0293961716246,0.943938100002
0.0331602551927,0.943819300002
0.0285451748124,0.943707700002
0.0284645960199,0.943582600002
0.0317833587954,0.943457500002
0.0274158325155,0.943264000002
0.0238390175631,0.943070500002
0.0243165933403,0.942895900002
0.0268572600493,0.942693400002
0.0281245589021,0.942541300002
0.0278161430688,0.942426100002
0.0283455475945,0.942274000002
0.0282337488296,0.942145300002
0.0269965232638,0.941993200002
0.0247985128563,0.941787100002
0.0240186560342,0.941660200002
0.026609747011,0.941528800002
0.020897711282,0.941409100002
0.0292650735946,0.941227300002
0.0293437310709,0.940988800002
0.0273531586773,0.940700800002
0.0283147193836,0.940574800002
0.0326761007452,0.940429000002
0.0286033977993,0.940311100002
0.0299290307015,0.940171600002
0.0348965199252,0.939992500002
0.0263700156369,0.939807100002
0.0234123111617,0.939665800002
0.0253723618018,0.939465100002
0.0335604153473,0.939287800002
0.0313812611263,0.939143800002
0.0309966388903,0.939023200002
0.027496857952,0.938900800002
0.0287445462492,0.938764000002
0.031743474991,0.938610100002
0.0264155465477,0.938400400002
0.0300866090588,0.938228500002
0.0227038289474,0.938075500002
0.0251225113728,0.937934200002
0.0253488717971,0.937747000002
0.0311182841705,0.937630900002
0.0276104833441,0.937513000002
0.0293429422502,0.937352800002
0.0274499494964,0.937223200002
0.0310797708066,0.937103500002
0.0241817080391,0.936903700002
0.0277102017934,0.936739900002
0.0320972380243,0.936574300002
0.0301027945568,0.936446500002
0.022717713274,0.936281800002
0.0286615170409,0.936169300002
0.0231533203083,0.935954200002
0.0244012114727,0.935835400002
0.0297168674309,0.935645500002
0.0258129445897,0.935480800002
0.0280877747173,0.935293600002
0.0219544247572,0.935092900002
0.026918682487,0.934925500002
0.0341218360319,0.934810300002
0.0180334185142,0.934660900002
0.0220088213073,0.934542100002
0.021273147533,0.934383700002
0.0282833848706,0.934249600002
0.0316939982429,0.934116400002
0.02811735344,0.933905800002
0.0244656384404,0.933784300002
0.0251739053564,0.933585400002
0.0186275455075,0.933437800002
0.0315923368718,0.933265000002
0.0255294864738,0.933048100002
0.0285128858082,0.932927500002
0.0316944210832,0.932784400002
0.0276967460564,0.932635000002
0.0259274053953,0.932508100002
0.0275917040062,0.932252500002
0.0285327285728,0.932130100002
0.0262302448602,0.932002300002
0.0256925395914,0.931876300002
0.0210326048721,0.931648600002
0.0221499622261,0.931466800002
0.0284344086803,0.931327300002
0.0297251948554,0.931042900002
0.0279204220931,0.930870100002
0.0274229774752,0.930750400002
0.0237690174158,0.930602800002
0.0268788353717,0.930405700002
0.027461733659,0.930283300002
0.02816229956,0.930168100002
0.0188888118787,0.930007000002
0.0208931952289,0.929819800002
0.0265748599523,0.929661400002
0.024623262283,0.929483200002
0.0255181754139,0.929190700002
0.0273810194696,0.929033200002
0.0206047150794,0.928913500002
0.0262606057507,0.928765900002
0.0280072354463,0.928626400002
0.0219575419798,0.928501300002
0.0285180677077,0.928384300002
0.02613045434,0.928158400002
0.0280024386251,0.927919900002
0.0279729777024,0.927716500002
0.0261574834397,0.927523000002
0.0272142920843,0.927350200002
0.024847475402,0.927144100002
0.030670137289,0.927032500002
0.0272440730266,0.926899300002
0.0270976960393,0.926767900002
0.0329814155279,0.926654500002
0.0241184797788,0.926515900002
0.0305968237028,0.926388100002
0.0231072847017,0.926251300002
0.0368684387819,0.926060500002
0.0249179530063,0.925866100002
0.0255011913862,0.925703200002
0.0225654027402,0.925540300002
0.0273276617206,0.925421500002
0.0276130198232,0.925177600002
0.0288402875073,0.925006600002
0.0267072497028,0.924717700002
0.025541360851,0.924565600002
0.0307382760023,0.924340600002
0.0249234498582,0.924049000003
0.0297140781002,0.923937400003
0.0270324759195,0.923790700003
0.0281176906913,0.923627800003
0.0285817725573,0.923464000003
0.0294977546765,0.923296600003
0.0316459185104,0.923179600003
0.0224652654151,0.923017600003
0.0214944557706,0.922900600003
0.0297801843408,0.922784500003
0.0313978498565,0.922663000003
0.0253928549973,0.922497400003
0.0288288331987,0.922384000003
0.0274283588854,0.922240000003
0.026967947832,0.922125700003
0.0295810249209,0.921952000003
0.0288941228802,0.921773800003
0.0242330720311,0.921651400003
0.0282983451068,0.921533500003
0.0330868528517,0.921416500003
0.0279491250829,0.921297700003
0.0261098424237,0.921101500003
0.0285174779205,0.920962900003
0.0212184520333,0.920842300003
0.0297034790384,0.920714500003
0.0299102517239,0.920585800003
0.0295729574498,0.920405800003
0.0273534805898,0.920191600003
0.0243608573673,0.920064700003
0.0273114818301,0.919894600003
0.0261235058841,0.919733500003
0.0213448955935,0.919621900003
0.0300575994377,0.919461700003
0.020412000546,0.919316800003
0.0291481806484,0.919204300003
0.0313376848751,0.919077400003
0.0280646323919,0.918870400003
0.0272275109172,0.918679600003
0.0341418836991,0.918560800003
0.0365676738319,0.918406000003
0.0379692953737,0.918270100003
0.0256733153808,0.918139600003
0.0229308592523,0.918008200003
0.0283096574487,0.917868700003
0.0309255252703,0.917701300003
0.0303919195477,0.917521300003
0.028817845216,0.917362000003
0.0301722431008,0.917243200003
0.0236891312228,0.917123500003
0.0358995103131,0.916959700003
0.030583472159,0.916841800003
0.0200546305613,0.916721200003
0.025581625981,0.916585300003
0.0298990057849,0.916472800003
0.0296454968082,0.916174900003
0.0266202136008,0.916058800003
0.023347332364,0.915920200003
0.0319510212491,0.915755500003
0.0286970097211,0.915637600003
0.0263326391174,0.915403600003
0.0248044256085,0.915286600003
0.0288859534333,0.915077800003
0.0310896194249,0.914952700003
0.0349058733709,0.914767300003
0.0286494841908,0.914629600003
0.0286145310415,0.914484700003
0.0262114452562,0.914308300003
0.026439698118,0.914144500003
0.0206338873126,0.914029300003
0.0274319903441,0.913906000003
0.0275192915102,0.913785400003
0.0229396693321,0.913661200003
0.0281763178734,0.913434400003
0.0282130534214,0.913285000003
0.0213991736614,0.913164400003
0.0238567978459,0.913024900003
0.0248587938488,0.912862900003
0.0213798111139,0.912716200003
0.0238348303751,0.912511000003
0.0247062954061,0.912349900003
0.0275939502418,0.912233800003
0.0275626751195,0.912080800003
0.0376547620162,0.911962000003
0.0296624635497,0.911742400003
0.0263408074105,0.911629900003
0.0252975736274,0.911470600003
0.0262450428342,0.911221300003
0.0221901657731,0.911060200003
0.0238747687915,0.910920700003
0.0290193274481,0.910727200003
0.0284069213118,0.910617400003
0.034190718369,0.910503100003
0.0357869141644,0.910384300003
0.0234488709264,0.910237600003
0.0281430704278,0.910038700003
0.0291445761056,0.909876700003
0.0239851104923,0.909709300003
0.0291740542381,0.909467200003
0.0261882049635,0.909290800003
0.0287712465437,0.909109900003
0.0347274747942,0.908993800003
0.0219097181651,0.908867800003
0.0259192971141,0.908730100003
0.02684823254,0.908569000003
0.0331899503929,0.908412400003
0.0306531705168,0.908164900003
0.0221475149838,0.908013700003
0.0230035487211,0.907851700003
0.0221880171839,0.907712200003
0.0234790455672,0.907585300003
0.0268104949067,0.907429600003
0.0197650799244,0.907310800003
